Row ID,Order ID,Order Date,Ship Date,Month ,Season,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Quantity,Sub-Category,Product Name,Net Sales
1004,61147651,2/13/2016,2/15/2016,February,Fall,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004621,Office Supplies,22,Paper,Xerox 212,19.44
1005,69326883,1/14/2016,1/16/2016,January,Summer,Standard Class,RA-19945,Ryan Akin,Consumer,United States,Murrieta,California,92563,West,OFF-ST-10000046,Office Supplies,5,Storage,Fellowes Super Stor/Drawer Files,484.65
1006,25463117,5/2/2016,5/4/2016,May,Fall,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10001790,Office Supplies,20,Paper,Xerox 1910,115.296
1007,28932740,9/14/2019,9/16/2019,September,Fall,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002600,Office Supplies,41,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08
1008,68687519,10/21/2016,10/23/2016,October,Fall,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-BI-10002049,Office Supplies,15,Binders,UniKeep View Case Binders,4.401
1009,89573880,7/27/2017,7/29/2017,July,Summer,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Burlington,Iowa,52601,Central,OFF-PA-10001509,Office Supplies,7,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75
1010,51800751,12/2/2019,12/4/2019,December,Fall,First Class,AT-10735,Annie Thurman,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10003931,Technology,19,Phones,JBL Micro Wireless Portable Bluetooth Speaker,95.984
1011,45751983,5/15/2018,5/17/2018,May,Fall,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Diego,California,92037,West,FUR-FU-10001602,Furniture,47,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72
1012,46210333,8/16/2017,8/18/2017,August,Summer,Second Class,PF-19165,Philip Fox,Consumer,United States,Olympia,Washington,98502,West,FUR-FU-10004848,Furniture,23,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25
1013,37311982,11/4/2017,11/6/2017,November,Spring,Second Class,PF-19165,Philip Fox,Consumer,United States,Olympia,Washington,98502,West,OFF-ST-10003722,Office Supplies,12,Storage,Project Tote Personal File,14.03
1014,13983362,9/11/2019,9/13/2019,September,Spring,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10003748,Furniture,33,Tables,Bevis 36 x 72 Conference Tables,1618.37
1015,36937380,3/23/2016,3/25/2016,March,Summer,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003198,Technology,28,Accessories,Enermax Acrylux Wireless Keyboard,99.6
1016,85426855,9/20/2019,9/22/2019,September,Summer,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10004100,Office Supplies,38,Paper,Xerox 216,32.4
1017,11968649,11/30/2019,12/2/2019,December,Fall,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10002191,Furniture,12,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96
1018,74416970,1/19/2018,1/21/2018,January,Fall,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000965,Furniture,7,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82
1019,18052120,2/20/2019,2/22/2019,February,Fall,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,TEC-PH-10004188,Technology,48,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95
1020,57097440,11/16/2018,11/18/2018,November,Summer,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001526,Office Supplies,27,Storage,Iceberg Mobile Mega Data/Printer Cart,601.65
1021,93989959,3/26/2019,3/28/2019,March,Summer,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,OFF-AR-10001166,Office Supplies,6,Art,Staples in misc. colors,22.74
1022,28038719,7/17/2016,7/19/2016,July,Spring,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,FUR-CH-10000309,Furniture,8,Chairs,Global Comet Stacking Arm Chair,1267.53
1023,98746581,4/27/2017,4/29/2017,April,Fall,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,TEC-MA-10004212,Technology,29,Machines,Cisco SPA525G2 5-Line IP Phone,1379.92
1024,99572072,4/8/2016,4/10/2016,April,Spring,Standard Class,PB-19150,Philip Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10003072,Office Supplies,17,Envelopes,Peel & Seel Envelopes,6.208
1025,49885033,9/11/2017,9/13/2017,September,Fall,First Class,HR-14770,Hallie Redmond,Home Office,United States,Los Angeles,California,90045,West,OFF-BI-10000320,Office Supplies,12,Binders,GBC Plastic Binding Combs,11.808
1026,59001446,8/4/2019,8/6/2019,August,Summer,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10001166,Office Supplies,49,Paper,Xerox 2,15.552
1027,97777599,8/14/2017,8/16/2017,August,Fall,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10003656,Office Supplies,29,Paper,Xerox 1935,63.312
1028,87160315,10/4/2016,10/6/2016,October,Fall,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,TEC-PH-10000148,Technology,4,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.588
1029,19694060,10/25/2016,10/27/2016,October,Fall,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,OFF-PA-10000474,Office Supplies,35,Paper,Easy-staple paper,177.2
1030,91214787,9/20/2016,9/22/2016,September,Spring,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,TEC-PH-10003885,Technology,18,Phones,Cisco SPA508G,197.97
1031,40290096,10/11/2017,10/13/2017,October,Fall,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-CH-10003379,Furniture,26,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94
1032,64649931,9/20/2016,9/22/2016,September,Summer,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-FU-10000629,Furniture,20,Furnishings,9-3/4 Diameter Round Wall Clock,124.11
1033,58221340,7/31/2016,8/2/2016,August,Fall,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,OFF-LA-10001175,Office Supplies,15,Labels,Avery 514,14.4
1034,60181144,11/1/2018,11/3/2018,November,Summer,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-PA-10000955,Office Supplies,40,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.696
1035,19551189,2/26/2017,2/28/2017,February,Spring,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-BI-10003460,Office Supplies,4,Binders,Acco 3-Hole Punch,2.628
1036,34693297,6/7/2016,6/9/2016,June,Summer,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-BI-10000474,Office Supplies,29,Binders,Avery Recycled Flexi-View Covers for Binding Systems,14.427
1037,60895065,1/21/2017,1/23/2017,January,Fall,Standard Class,EL-13735,Ed Ludwig,Home Office,United States,Jefferson City,Missouri,65109,Central,FUR-FU-10003975,Furniture,9,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62
1038,85314150,8/31/2016,9/2/2016,September,Fall,First Class,JJ-15445,Jennifer Jackson,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10003707,Office Supplies,32,Binders,Aluminum Screw Posts,36.624
1039,70707984,4/4/2018,4/6/2018,April,Summer,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,27217,South,OFF-AR-10000203,Office Supplies,11,Art,Newell 336,23.968
1040,88162212,1/25/2018,1/27/2018,January,Summer,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,27217,South,OFF-AR-10004790,Office Supplies,12,Art,Staples in misc. colors,28.728
1041,43354872,12/17/2016,12/19/2016,December,Spring,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,63376,Central,FUR-TA-10001095,Furniture,46,Tables,Chromcraft Round Conference Tables,697.16
1042,33171801,5/3/2016,5/5/2016,May,Fall,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,TEC-AC-10004761,Technology,6,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86
1043,89273143,3/27/2019,3/29/2019,March,Fall,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,FUR-BO-10001811,Furniture,17,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352
1044,39970036,10/19/2017,10/21/2017,October,Fall,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AR-10001130,Office Supplies,11,Art,"Quartet Alpha White Chalk, 12/Pack",8.84
1045,24384923,9/24/2019,9/26/2019,September,Fall,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AP-10000055,Office Supplies,19,Appliances,Belkin F9S820V06 8 Outlet Surge,58.464
1046,76549695,2/8/2018,2/10/2018,February,Fall,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Rockford,Illinois,61107,Central,FUR-CH-10002304,Furniture,25,Chairs,"Global Stack Chair without Arms, Black",254.604
1047,43152945,7/28/2018,7/30/2018,July,Fall,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142,South,TEC-PH-10001530,Technology,23,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96
1048,37089778,4/24/2018,4/26/2018,April,Spring,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142,South,FUR-FU-10004006,Furniture,41,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36
1049,50698330,8/13/2018,8/15/2018,August,Fall,Second Class,LC-16885,Lena Creighton,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10000486,Technology,28,Phones,Plantronics HL10 Handset Lifter,1113.504
1050,64703704,1/4/2016,1/6/2016,January,Fall,Second Class,LC-16885,Lena Creighton,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10001606,Technology,32,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,99.99
1051,93390482,4/28/2018,4/30/2018,April,Summer,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10000293,Furniture,20,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.464
1052,27551754,8/18/2018,8/20/2018,August,Summer,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001307,Office Supplies,13,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.72
1053,43380900,11/14/2016,11/16/2016,November,Spring,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004460,Furniture,30,Furnishings,"Howard Miller 12"" Round Wall Clock",282.888
1054,64107713,11/30/2016,12/2/2016,December,Summer,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-AR-10000716,Office Supplies,1,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16
1055,86586519,7/31/2017,8/2/2017,August,Fall,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,FUR-FU-10004622,Furniture,13,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4
1056,21624202,8/1/2016,8/3/2016,August,Fall,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002735,Office Supplies,26,Binders,GBC Prestige Therm-A-Bind Covers,82.344
1057,42116663,9/15/2019,9/17/2019,September,Spring,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-BI-10003529,Office Supplies,41,Binders,Avery Round Ring Poly Binders,9.088
1058,50594782,1/8/2016,1/10/2016,January,Fall,Standard Class,BP-11185,Ben Peterman,Corporate,United States,San Diego,California,92037,West,OFF-BI-10001097,Office Supplies,2,Binders,Avery Hole Reinforcements,19.936
1059,11149991,3/18/2017,3/20/2017,March,Spring,Standard Class,BP-11185,Ben Peterman,Corporate,United States,San Diego,California,92037,West,OFF-BI-10001597,Office Supplies,39,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",65.568
1060,51991301,11/24/2019,11/26/2019,November,Fall,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-FA-10001754,Office Supplies,10,Fasteners,Stockwell Gold Paper Clips,4.416
1061,22839597,2/7/2017,2/9/2017,February,Fall,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,Houston,Texas,77095,Central,FUR-CH-10003396,Furniture,25,Chairs,Global Deluxe Steno Chair,107.772
1062,92609811,12/5/2018,12/7/2018,December,Summer,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,OFF-AP-10002350,Office Supplies,14,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.216
1063,49227297,10/18/2017,10/20/2017,October,Summer,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,OFF-FA-10004838,Office Supplies,34,Fasteners,"Super Bands, 12/Pack",10.416
1064,90585860,11/10/2019,11/12/2019,November,Summer,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,OFF-AR-10004757,Office Supplies,23,Art,Crayola Colored Pencils,7.872
1065,79020993,6/15/2019,6/17/2019,June,Spring,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,TEC-PH-10002115,Technology,11,Phones,Plantronics 81402,118.782
1066,65740080,2/11/2016,2/13/2016,February,Fall,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,OFF-FA-10003059,Office Supplies,41,Fasteners,Assorted Color Push Pins,1.448
1067,37805352,1/31/2017,2/2/2017,February,Summer,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,OFF-BI-10004330,Office Supplies,27,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",55.47
1068,69279584,7/19/2017,7/21/2017,July,Summer,First Class,BD-11620,Brian DeCherney,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10001146,Furniture,36,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848
1069,53203426,9/9/2019,9/11/2019,September,Spring,Second Class,CM-12160,Charles McCrossin,Consumer,United States,Brownsville,Texas,78521,Central,OFF-SU-10001935,Office Supplies,37,Supplies,Staple remover,1.744
1070,26225427,2/16/2016,2/18/2016,February,Summer,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,12,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,25.176
1071,13828775,4/12/2016,4/14/2016,April,Summer,Standard Class,SN-20560,Skye Norling,Home Office,United States,Los Angeles,California,90008,West,OFF-AR-10003732,Office Supplies,39,Art,Newell 333,19.46
1072,19183511,5/7/2017,5/9/2017,May,Fall,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Denver,Colorado,80219,West,OFF-PA-10001970,Office Supplies,7,Paper,Xerox 1881,29.472
1073,60203522,6/19/2018,6/21/2018,June,Spring,Standard Class,FO-14305,Frank Olsen,Consumer,United States,New York City,New York,10035,East,OFF-BI-10003669,Office Supplies,47,Binders,3M Organizer Strips,8.64
1074,95979606,12/11/2019,12/13/2019,December,Fall,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,85204,West,OFF-BI-10003727,Office Supplies,8,Binders,Avery Durable Slant Ring Binders With Label Holder,6.27
1075,25703573,12/10/2019,12/12/2019,December,Fall,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,85204,West,OFF-BI-10004967,Office Supplies,9,Binders,Round Ring Binders,4.368
1076,69087956,11/2/2016,11/4/2016,November,Spring,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,85204,West,TEC-AC-10003447,Technology,44,Accessories,Micropad Numeric Keypads,31.984
1077,89900654,1/31/2016,2/2/2016,February,Spring,First Class,CC-12100,Chad Cunningham,Home Office,United States,Columbus,Indiana,47201,Central,OFF-AR-10000255,Office Supplies,12,Art,Newell 328,40.88
1078,22609105,5/29/2017,5/31/2017,May,Summer,Second Class,DW-13540,Don Weiss,Consumer,United States,Seattle,Washington,98105,West,OFF-AP-10002191,Office Supplies,40,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96
1079,44789700,3/20/2018,3/22/2018,March,Fall,Second Class,DW-13540,Don Weiss,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10001325,Office Supplies,9,Storage,Sterilite Officeware Hinged File Box,31.44
1080,40425496,6/6/2016,6/8/2016,June,Spring,Second Class,DW-13540,Don Weiss,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10000404,Office Supplies,31,Binders,Avery Printable Repositionable Plastic Tabs,6.88
1081,70436074,9/13/2018,9/15/2018,September,Spring,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Detroit,Michigan,48227,Central,OFF-PA-10000349,Office Supplies,15,Paper,Easy-staple paper,19.92
1082,46587331,12/13/2017,12/15/2017,December,Summer,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Detroit,Michigan,48227,Central,FUR-CH-10002880,Furniture,35,Chairs,"Global High-Back Leather Tilter, Burgundy",1106.91
1083,43653337,4/4/2018,4/6/2018,April,Summer,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,FUR-TA-10001095,Furniture,7,Tables,Chromcraft Round Conference Tables,836.592
1084,53499402,8/27/2018,8/29/2018,August,Fall,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10003127,Office Supplies,26,Paper,Easy-staple paper,26.38
1085,96337801,7/9/2018,7/11/2018,July,Summer,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-ST-10003208,Office Supplies,9,Storage,Adjustable Depth Letter/Legal Cart,362.92
1086,63685496,7/22/2017,7/24/2017,July,Summer,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,TEC-MA-10003979,Technology,25,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93
1087,36776464,1/6/2018,1/8/2018,January,Summer,Same Day,LC-16870,Lena Cacioppo,Consumer,United States,Des Moines,Iowa,50315,Central,OFF-PA-10000029,Office Supplies,10,Paper,Xerox 224,6.48
1088,85134884,2/16/2018,2/18/2018,February,Fall,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,94601,West,TEC-PH-10004896,Technology,28,Phones,Nokia Lumia 521 (T-Mobile),71.976
1089,86280434,7/17/2018,7/19/2018,July,Summer,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,94601,West,OFF-LA-10000452,Office Supplies,34,Labels,Avery 488,3.15
1090,83045785,9/2/2016,9/4/2016,September,Fall,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,28110,South,FUR-FU-10001967,Furniture,40,Furnishings,Telescoping Adjustable Floor Lamp,31.984
1091,50820602,12/27/2017,12/29/2017,December,Spring,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,28110,South,TEC-PH-10001819,Technology,47,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,71.984
1092,61372902,2/23/2017,2/25/2017,February,Summer,Standard Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92105,West,OFF-AR-10002952,Office Supplies,7,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15
1093,79353610,6/8/2017,6/10/2017,June,Spring,Standard Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92105,West,TEC-PH-10000576,Technology,37,Phones,AT&T 1080 Corded phone,219.184
1094,16442512,3/9/2017,3/11/2017,March,Spring,Standard Class,BT-11485,Brad Thomas,Home Office,United States,Clinton,Maryland,20735,East,OFF-PA-10000605,Office Supplies,22,Paper,Xerox 1950,28.9
1095,66509710,5/11/2017,5/13/2017,May,Spring,Standard Class,BT-11485,Brad Thomas,Home Office,United States,Clinton,Maryland,20735,East,OFF-AP-10002518,Office Supplies,18,Appliances,Kensington 7 Outlet MasterPiece Power Center,355.96
1096,17597360,12/1/2019,12/3/2019,December,Summer,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-ST-10004340,Office Supplies,12,Storage,"Fellowes Mobile File Cart, Black",348.208
1097,74989779,8/19/2016,8/21/2016,August,Spring,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-BI-10004001,Office Supplies,6,Binders,GBC Recycled VeloBinder Covers,35.784
1098,25539380,10/17/2016,10/19/2016,October,Summer,First Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,90049,West,FUR-TA-10004147,Furniture,8,Tables,Hon 4060 Series Tables,447.84
1099,75705486,12/22/2018,12/24/2018,December,Spring,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,OFF-AR-10001545,Office Supplies,35,Art,Newell 326,7.04
1100,23687998,2/22/2018,2/24/2018,February,Fall,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,FUR-FU-10000206,Furniture,32,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73
1101,93341466,6/19/2018,6/21/2018,June,Fall,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,TEC-AC-10001013,Technology,33,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29
1102,35209244,5/6/2016,5/8/2016,May,Fall,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,OFF-AR-10002255,Office Supplies,46,Art,Newell 346,8.64
1103,90906179,6/30/2018,7/2/2018,July,Fall,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004140,Office Supplies,2,Binders,Avery Non-Stick Binders,2.694
1104,95253391,8/25/2017,8/27/2017,August,Summer,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002049,Office Supplies,48,Binders,UniKeep View Case Binders,2.934
1105,89942637,8/1/2018,8/3/2018,August,Spring,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Riverside,California,92503,West,OFF-PA-10001892,Office Supplies,26,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",22.92
1106,48668480,2/28/2016,3/1/2016,March,Summer,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000642,Office Supplies,44,Storage,"Tennsco Lockers, Gray",100.704
1107,43897897,11/16/2018,11/18/2018,November,Spring,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,FUR-FU-10000206,Furniture,18,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328
1108,50502671,2/27/2018,3/1/2018,March,Fall,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10003676,Office Supplies,48,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78
1109,17172748,1/15/2018,1/17/2018,January,Fall,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-FA-10003495,Office Supplies,37,Fasteners,Staples,58.368
1110,31187369,5/12/2016,5/14/2016,May,Summer,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-EN-10003798,Office Supplies,8,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968
1111,39977663,10/5/2017,10/7/2017,October,Spring,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10003589,Technology,50,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96
1112,39131461,10/1/2017,10/3/2017,October,Fall,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10004735,Office Supplies,33,Paper,Xerox 1905,10.368
1113,66354802,6/7/2017,6/9/2017,June,Fall,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002609,Office Supplies,40,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192
1114,44092874,7/30/2017,8/1/2017,August,Spring,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,92024,West,OFF-BI-10003364,Office Supplies,43,Binders,Binding Machine Supplies,46.672
1115,44411827,6/24/2017,6/26/2017,June,Summer,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,92024,West,FUR-BO-10002206,Furniture,48,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833
1116,47451238,2/4/2016,2/6/2016,February,Fall,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,92024,West,TEC-AC-10003610,Technology,46,Accessories,Logitech Illuminated - Keyboard,119.98
1117,37911533,1/9/2016,1/11/2016,January,Fall,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,San Francisco,California,94110,West,OFF-LA-10003766,Office Supplies,38,Labels,Self-Adhesive Removable Labels,6.3
1118,75033283,8/3/2019,8/5/2019,August,Summer,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10001970,Office Supplies,37,Paper,Xerox 1908,279.9
1119,59729613,1/12/2017,1/14/2017,January,Fall,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10002049,Technology,8,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95
1120,45810098,7/26/2019,7/28/2019,July,Fall,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10000141,Office Supplies,28,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36
1121,44363082,4/13/2017,4/15/2017,April,Fall,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-EN-10004459,Office Supplies,25,Envelopes,Security-Tint Envelopes,15.28
1122,85455689,10/25/2016,10/27/2016,October,Spring,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10001061,Technology,35,Phones,Apple iPhone 5C,699.93
